id	corpus	sentence	token	complexity
39HYCOOPKOL434K1UCPA8CBZRP6DMQ	europarl	We have therefore raised the threshold for exemption from the threshold requirements, which ultimately saddle SMEs with red tape and costs, from EUR 2.5 million to EUR 5 million.	exemption	0.31666666666666665
3E22YV8GG16JAJ8RBMV5LLHOAYIPNF	europarl	We do, however, have one key point, which is the question of voting rights for migrants in the European Union, not because we reject enfranchisement in general but because we take the view that subsidiarity should apply to such decisions.	migrants	0.21875
36JW4WBR06KF9AXMUL4N476OMGMHFV	europarl	I understand that some of you have expressed concern about the recognition or regularisation of illegal migrants, but I am also concerned with the battle we have to fight in each Member State against undeclared work.	migrants	0.2368421052631579
367O8HRHKG8U13EDLYK3HHGZ61US43	europarl	One of the key elements of dismantling networks that exploit migrants lies in obtaining information.	migrants	0.2647058823529411
37OPIVELUU3KDJGEJ5IVQ6VXP09HAI	europarl	Many people with disabilities, as well as migrants, are without jobs.	migrants	0.3472222222222222
3K3G488TR280K6307ZE8R97CO955QX	europarl	In this regard it is important that this Parliament speaks out against this hysterical vision of a looming invasion of migrants and asylum seekers coming from the South.	migrants	0.36764705882352944
3SA4EMRVJV2GPNGKAGT7A9LB26QP0P	europarl	To date, the convention has been ratified by 13 Member States of the European Union.	convention	0.22058823529411764
3PR3LXCWSFZ3UQ6OW3MHXX8779TX9X	europarl	In the meantime, we have arrived at this shift via various political approaches and instruments.	meantime	0.22058823529411764
3LB1BGHFL2WBEA5CZ5D07BGS3MOTYX	europarl	author.	author	0.22058823529411764
3O0M2G5VC62CWOIECSKC0MB9EEP49Q	europarl	The author, Herbert Reul, has indicated that he is running late.	author	0.2361111111111111
3YKP7CX6G2FS34FUCAWFU4Q9TFZB76	europarl	However, the author of the amendment has added 'self-determination of the people who live there'.	author	0.3194444444444444
3UUIU9GZC55DCMVSO383WEIZ8HK5TT	europarl	The Socialist Group, the Liberal Group and the Group of the European United Left propose that Mr Markov's report on road infrastructure safety management be referred back to the committee responsible in accordance with Rule 168.	Liberal	0.2222222222222222
37AQKJ12TXOFXO6IPZQ1ZUODOK8TTA	europarl	My question to the Council was identical to this, but Question Time with the Council has now been cancelled, without a replacement.	replacement	0.2894736842105263
3NSM4HLQNRUPDSMYRR2BPK23K8TQQ2	europarl	Interpretation of the Rules of Procedure: see Minutes	Interpretation	0.22499999999999998
3J5XXLQDHMBPBZCDFFKPIZ80R8V3V7	europarl	(A5-0023/2003) by Mr Whitehead, on behalf of the Committee on the Environment, Public Health and Consumer Policy, on the Commission Communication to the European Parliament, the Council, the Economic and Social Committee and the Committee of the Regions on the "Consumer Policy Strategy 2002-2006" (COM(2002) 208 - C5-0329/2002 - 2002/2173(COS))	Strategy	0.22499999999999998
382GHPVPHSRQHMTYVJJ2998NEMD437	europarl	Another point that I cannot ignore, either, is that this report is being debated within a 'new era' in terms of monetary policy - with interest rates that have been rising for some time and threaten to keep on rising - and at a stage when we are embarking on the new Stability and Growth Pact as revised by the Commission, and when the Member States are for the first time coming before the European institutions to account for what they have done regarding the Lisbon Strategy in their national reform plans.	Strategy	0.23214285714285715
385MDVINFCFDB2E78AH8K883UBGJW0	europarl	European Security Strategy and ESDP (	Strategy	0.2375
3TKXBROM5TAVA7U2JTDTJHZVF11JIE	europarl	The global economy is developing in a way that puts an increasing amount of pressure on Europe to maintain its competitiveness, a fact that has been underlined and widely agreed upon in various instances, notably in the Lisbon Strategy and its revisions.	Strategy	0.26388888888888884
3XEDXEGFX3OFEWJ4XOOZESZC8WI0KX	europarl	Country Strategy Papers - Malaysia, Brazil and Pakistan (vote)	Strategy	0.2894736842105263
37NXA7GVST66R322LLOPEL2HRRJVL4	europarl	Agriculture in areas with natural handicaps: A special health check (short presentation)	handicaps	0.23214285714285715
36KM3FWE3RCRJHCKEUZQANUQ2B2079	europarl	The next item is the report by Herbert Dorfmann, on behalf of the Committee on Agriculture and Rural Development, on agriculture in areas with natural handicaps: a special health check -.	handicaps	0.2666666666666667
3R15W654VDTEMV6LZMUF8Y39AZ5LQ1	europarl	She was an unusual politician of the very best kind: one day she was at the UN, the next day she was meeting other foreign ministers, and the day after that she was standing in the market square with immigrants to Sweden or engaged in a discussion with school pupils.	kind	0.23333333333333334
3PIOQ99R7YMW2OGNS8UZVR4NIFBNUA	europarl	For a start, I would like to tell you that we had reached an agreement with the Group of the Alliance of Liberals and Democrats for Europe.	Liberals	0.23333333333333334
3IKMEYR0LWVMA6MICBSDXGSR5U2K21	europarl	the question for oral answer to the Commission on stress tests of the EU banking sector by Mrs Bowles, Mrs Goulard, Mr Sterckx, Mr Haglund and Mr Schmidt on behalf of the Group of the Alliance of Liberals and Democrats for Europe (B7-0219/2011) and	Liberals	0.25
3XQ4XW3OD9CKYPZQHK1FO2J1MNZ2SI	europarl	I should therefore like to extend my warmest thanks to Marietta Giannakou for the Group of the European People's Party (Christian Democrats), Ivo Vajgl for the Group of the Alliance of Liberals and Democrats for Europe, Hélène Flautre, and the rapporteurs for the opinions of the Committee on International Trade, Mrs De Sarnez, and the Committee on Industry, Research and Energy, Mrs Tzavela.	Liberals	0.25
3HFWPF5AK9J9J7V9LKFK7COTS1Z3SU	europarl	The next item is the oral question to the Commission on the 50th anniversary of the Tibetan uprising and dialogue between the Dalai Lama and the Chinese Government, by Marco Cappato, Marco Pannella and Janusz Onyszkiewicz, on behalf of the Group of the Alliance of Liberals and Democrats for Europe, and Monica Frassoni and Eva Lichtenberger, on behalf of the Group of the Greens/European Free Alliance - B6-0012/2009).	Liberals	0.2763157894736842
3LOJFQ4BOXF9DGKY90CUTZJV2LRKDA	europarl	In actual fact, there is no report left, because the two other big groups, the Group of the European People's Party (Christian Democrats) and European Democrats and the Group of the Alliance of Liberals and Democrats for Europe, failed to show up to the vote on my report in the Committee on Economic and Monetary Affairs and, without any warning, voted against beforehand because they did not like the rejection or adoption of one amendment or another.	Liberals	0.33333333333333337
3A520CCNWN08T9PCT4AP53YKXLYEAI	europarl	I believe that it would have been a very good idea to provide for and help the Inuit people to achieve peace and tranquillity as far as their way of life, their way of living and their way of hunting is concerned and also to achieve greater respect with regard to European Union LEADER programmes for Scandinavian countries on seal hunting.	seal	0.25
3NOEP8XAU42OMDMVDSIEJN8MCD9PXI	europarl	The report on China starts with a sentence that says that Parliament 'expresses its sincere condolences and solidarity to the people of China and to the numerous victims; expresses sorrow to all those who are suffering the consequences of the earthquake', but, in the report on Burma, there are only political considerations.	condolences	0.234375
3INZSNUD80QPWK1753L53Q5FRRFD99	europarl	The European Union plays a difficult role on the stage of peace and war, and I ask, as the session opens, that Parliament should join in offering condolences and support to the families of the victims at this very difficult time.	condolences	0.2361111111111111
3MD8CKRQZZN836XL9G72X90M2XKJRI	europarl	As on each of these sad occasions, on behalf of the European Parliament and on my own behalf, I have sent our deepest sympathy and sincere condolences to the families of the victims.	condolences	0.2678571428571429
3EHVO81VN5LOJV3ENMP2F52UL641HF	europarl	It has also unilaterally made a substantial reduction in export refunds, whereas some competing trading partners are continuing to make considerable use of other forms of export incentives.	incentives	0.234375
33P2GD6NRNSQPWP0VWVKKKYTUDKKHJ	europarl	Commission statement on incentives for vegetable protein production.	incentives	0.25
3W5PY7V3UP7H0797NBZW55TJ5KZJYK	europarl	Mr President, we are currently in the final and decisive phase for the approval of the reform of the fruit and vegetables sector.	sector	0.23529411764705882
3CKVGCS3PG5D2FWC2XX15EQMPQXS08	europarl	This makes shipping a crucial economic sector and one that has to compete in the global market.	sector	0.36111111111111116
3VMV5CHJZ8FBSJKC5ZRU0B9OYPHTGG	europarl	Mr President, in yesterday's Minutes my name is not recorded as being here.	yesterday	0.26249999999999996
3E6L1VR4XWMZCLD5Y2DJ7GHYD26F6S	europarl	It is important that this text should be approved without delay, so that Regulation 1408/71 can be updated, ensuring legal certainty and observance of citizens' rights.	observance	0.2361111111111111
3BCRDCM0ODUAS75JZD4GNT93LZ4K6I	europarl	He and Mexican activist Betty Cariño Trujillo, who was accompanying him at the time, were murdered during a mission to monitor the observance of human rights in Mexico.	observance	0.3055555555555556
34R0BODSP1ZBN3DVY8J8XSIY56HE5U	europarl	In addition to these actions, since 2008, the Commission has been operating a European Network of Associations of Victims of Terrorism.	Associations	0.2361111111111111
3NC6WP7WJHKZHME6F90N9Y2BW88WWT	europarl	Before I give you the floor, Commissioner, let me first extend a welcome on behalf of this House to the members of a delegation from the People's Consultative Assembly of the Republic of Indonesia, who have just taken their seats in the official gallery above.	Indonesia	0.2361111111111111
32TMVRKDGNYCIJZ470EY0QGYU8548Z	europarl	I would like to inform you that the members of a delegation from the Parliament of Indonesia have taken their seats in the distinguished visitors' gallery.	Indonesia	0.29166666666666663
3INZSNUD80QPWK1753L53Q5FRQZD9R	europarl	83% of the world's biofuels are produced in Indonesia and Malaysia.	Indonesia	0.296875
3MYASTQBG7BVOJITM5WRPLV41RJQD8	europarl	Not only has the vicious circle of violence and impunity left these communities distraught and paralysed, the failure to tackle the situation has led the violence to spread beyond the borders of the North Caucasian republics.	republics	0.2361111111111111
3ZQA3IO31BRYBCP1RZKSZEZVXSIO1Q	europarl	The return of cultural objects unlawfully removed from the territory of a Member State (codified version) (	territory	0.2368421052631579
3FDWKV9VCN2QK6VNG7FZICFNDP0UMG	europarl	In this case, the Member States must do everything to try and help these refugees to leave that territory and we think that they could be accepted in European states.	territory	0.265625
31S7M7DAGGQREBYDGQOAD3EWU7KLTX	europarl	Secondly, the importance of presenting proposals and working hypotheses in order to make it easier to implement measures in the Member States, with administrative procedures and management strategies that give priority to the quality of the projects and to their impact on the living and working conditions of European citizens.	hypotheses	0.3472222222222222
33TGB4G0LPHME5F2U9RYOX9J1FDXTC	europarl	The European Council agreed that there is a need for an EU-based mechanism to respond to exceptional circumstances which might put at risk the overall functioning of Schengen cooperation.	functioning	0.25
3R868ACW4SC7EVTBBRGCMZA5JMMZGN	europarl	Medals and tokens similar to euro coins: application to non-participating Member States (	Medals	0.25
3BJKPTD2QCC2H9TQLAL6ZFNV0Z9RTT	europarl	Decisions on freezing assets or evidence	assets	0.25
324N5FAHSXBV7XKK0LCOZLP22SVVKK	europarl	Moreover, any restrictions on broadcasters would need to respect the principle of proportionality.	broadcasters	0.25
334ZEL5JX6FY5WOV4IZCVFM4NTBOSS	europarl	Member States organise and finance the public broadcasters as they see fit.	broadcasters	0.2894736842105263
3EKTG13IZU3N1G8T7TNYRPJ40Y8LME	europarl	Public broadcasters play a crucial role in the protection of cultural diversity, linguistic diversity and media pluralism.	broadcasters	0.3382352941176471
359AP8GAGGKBD970QASA5OWRB0ZC7E	europarl	by Othmar Karas, on behalf of the Committee on Economic and Monetary Affairs, on the Green Paper on Retail Financial Services in the Single Market.	Services	0.25
30EV7DWJTVV5CCU03S57W1OEJEE6Y0	europarl	Security measures cannot be the only means to manage a pluralist society.	Security	0.25
35F6NGNVM8JSZQ9BCWN0UYWVZNFT7W	europarl	The Common Agricultural Policy and Global Food Security (	Security	0.2727272727272727
3DWNFENNE3V120VNY4BPPGPCAIIJ4F	europarl	The next item is the statements from the High Representative for the Common Foreign and Security Policy and from the Commission on the role of the European Union in the Middle East.	Security	0.32352941176470584
3DTJ4WT8BDF9UHXK5WQOMWPT668EZM	europarl	The next item on the agenda is the continuation of the joint debate on the EC-Serbia Agreement.	continuation	0.25
3BA7SXOG1JQJJP12ICAB8JR8ML7R8L	europarl	Our initial contacts have provided a sound basis for the continuation of the budgetary procedure.	continuation	0.296875
3FULMHZ7OUXR381811OH58HTEDVM46	europarl	Voting time (continuation)	continuation	0.3026315789473685
335VBRURDJ0UOQF71YWP98N0R20E9L	europarl	Explanations of vote (continuation)	continuation	0.33333333333333337
3FULMHZ7OUXR381811OH58HTEDT4MM	europarl	The charging of heavy goods vehicles for the use of certain infrastructures - Greening of transport and internalisation of external costs (continuation of debate)	continuation	0.41666666666666663
3V7ICJJAZAGVKHXBACY8RS6Z2D9B4M	europarl	The next item is the statement by the Commission on the textile industry.	textile	0.25
3E24UO25QZQTIYQYX5W9UAQC54EO66	europarl	Out of concern about developments relating to General Motors, the Commission called a political meeting of all the Member States back in January this year in order to provide transparency and to guarantee compliance with European legislation.	General	0.26190476190476186
36KM3FWE3RCRJHCKEUZQANUQ2B170F	europarl	In view of the size of the economy of the euro area and the fact that the majority of its trade is internal, the euro area has proven to be much better equipped to withstand economic shocks than the Member States previously were with their national currencies.	currencies	0.26315789473684215
3IVKZBIBJ09ODF28054MB6P3B7ZSHA	europarl	Ten years on, we can see not only that the euro is just as trusted as the currencies previously used in the euro area, but also that it has, without doubt, brought about considerable advantages for people and businesses in the European Union.	currencies	0.3125
3OND0WXMHWFN3WXQZAKHMPLOAGQHEY	europarl	Section IX - European Data Protection Supervisor	Protection	0.26388888888888884
3D7VY91L65XBO7MHGGY4DMNZO5CMBC	europarl	Proposals were made for very specific measures: European industrial initiatives, above all in the fields of wind energy, solar energy, bio-energy, carbon capture and storage, electricity grids and nuclear fission, the creation of a European Energy Research Alliance, the sustainable conversion of European energy infrastructure networks, constantly updated European energy technology systems and the establishment of a steering group on strategic energy technologies.	technology	0.2647058823529411
3ZRKL6Z1E83ADJ7XGZM4Q6D2W64GSF	europarl	It is necessary, by further extending the period of application of the deduction and by increasing its percentage rate, to make sufficient resources available from the Fund to finance programmes without impacting further on the EU budget, at least until the end of the current forecasts, while at the same time seeking other ways of financing the Fund.	deduction	0.265625
3IHWR4LC7DD6QQYJSPG2URQHZQ5I8R	europarl	Situation in Egypt and Syria, in particular of the Christian communities (motions for resolutions tabled): see Minutes	Syria	0.265625
3VMV5CHJZ8FBSJKC5ZRU0B9OYQYGTM	europarl	Syria: the case of Muhannad Al Hassani	Syria	0.3194444444444444
3BDORL6HKKDLVSRFZOQGA5NRCCSRCR	europarl	The next item is the report by Mrs Valenciano Martínez-Orozco, on behalf of the Committee on Foreign Affairs, on the functioning of the human rights dialogues and consultations on human rights with third countries.	consultations	0.2666666666666667
3VGET1QSZ0ZKR7D571SBHI3U3HZW7R	europarl	The organisation of public debates and consultations with stakeholders, together with the submission of reports to national parliaments for opinions are further positive measures in this sense.	consultations	0.34782608695652173
34F34TZU7WZRZMG0UQS1W1SEQ52J21	europarl	Over the last months, we have provided timely responses to a number of the government's specific needs: providing high-level policy advice to ministers; supporting democratisation efforts in rule-of-law related areas; helping organise the electoral consultations; addressing emergency needs after last summer's floods; and improving possibilities for Moldovan wine exports.	consultations	0.36111111111111116
3IHWR4LC7DD6QQYJSPG2URQHZQ58IH	europarl	It is for that reason that the Commission has suggested that the participation in the human rights consultations should be widened to include not only diplomats but also experts from line ministries and agencies responsible for tackling these issues on the ground.	consultations	0.36111111111111116
33N1S8XHHMLAAG38T8V9FC6ZHX1Z1L	europarl	What links all public discussions, between economists, as well as between Parliament and the Commission, is a significant phenomenon: all participants have extremely forthright opinions but are weak when it comes to figures.	economists	0.2666666666666667
3WPCIUYH1A88GZAL39QMUQ6RLX2DTR	europarl	The next item is the debate on the oral question to the Commission, by Tatjana Ždanoka and Jean Lambert, on behalf of the Verts/ALE Group, Alejandro Cercas, on behalf of the S&D Group, and Marian Harkin and Elizabeth Lynne, on behalf of the ALDE Group, on medium-term financial assistance for Member States' balances of payments and social conditionality - B7-0215/2009).	Elizabeth	0.2678571428571429
3NKW03WTLM7UXPIK301HH9KP87PWQN	europarl	Spain, by contrast, has one of the most complex legal systems, which generates higher costs and leads to longer court proceedings.	contrast	0.2833333333333333
3UUSLRKAUL3LI1DEQ6NLPUE9W0BD7F	europarl	However, who can blame it for behaving in such an arbitrary and totally unacceptable manner towards this Parliament when the Commission, for reasons best known to itself, invited Prime Minister Meles Zenawi to address the European Development Days specifically on governance issues?	governance	0.27380952380952384
3NBFJK3IOHIVFRF49I5V6131ZIHOG8	europarl	I share this point of view and feel that the EU must continue to strengthen its economic governance, in order, of course, to stabilise, but also to encourage sustainable growth.	governance	0.3157894736842105
371DNNCG442WZ4EUM1F68YSQA7L8TY	europarl	(NL) Mr President, listening to today's debate one thing stands out, and that is the big issue - important to almost all the political groups - of economic governance.	governance	0.36764705882352944
32FESTC2NHQDBKJW3ILLFGABJCFUCJ	europarl	On the question of transparency raised by an honourable Member of Parliament, I would like to recall that very recently, on 28 April 2009, the European Commission adopted a communication identifying actions in order to promote good governance in the tax area, which means transparency, exchange of information and fair tax competition.	governance	0.3913043478260869
3D4BBDG7ZHWTCQ6DOYPKS7KB6ZT3CI	europarl	Alongside application, the programme has resources for improving environmental governance and for financing information and communication actions.	governance	0.4117647058823529
30U1YOGZGAW71ZX6E9LWKLA5JF4DSK	europarl	He is a man who has been trying to achieve peace through negotiations since the seventies and his presence here amongst us today would therefore have been a golden opportunity to support his approach; another opportunity missed as a result of an unnecessary and illegal military operation and the violence that it has caused.	seventies	0.275
33CLA8O0MIBSY4BPQQGHIB8U9Q3RFN	europarl	Both this conference and the Sixth Review Conference of the States Parties to the Biological and Toxin Weapons Convention to be held in late November and early December are an opportunity to show that the international community is able effectively to respond to the challenges of arms control and disarmament today.	Convention	0.2763157894736842
3FDWKV9VCN2QK6VNG7FZICFNDQGUMY	europarl	This Convention, adopted in June 2007 by the 96th session of the International Labour Conference, is aimed at establishing minimum international working standards for the fishing sector and promoting decent living and working conditions for fishers.	Convention	0.2833333333333333
3B0MCRZMBRUJD4K4R18XPAMJAE2PPW	europarl	Accession of the European Community to the Convention concerning International Carriage by Rail (COTIF) (	Convention	0.29166666666666663
3HY86PZXPYICZLCCXLHWU25HTRSE1U	europarl	The Commission, for its part, has complied with its obligations as guardian of the treaty by sending reasoned opinions to 22 Member States for incorrect implementation of the first package.	treaty	0.2777777777777778
3W1K7D6QSBHBNEL0V5OYLOJ838CBZY	europarl	On 3 and 4 December 1997, 122 states signed this historic treaty in Ottawa.	treaty	0.34615384615384615
3RSBJ6YZECQP1RJ9YYZDOG3PY21OFR	europarl	As many colleagues know, Sir Jimmy Goldsmith has another party - the Referendum Party - and he will be fighting an election in the United Kingdom under his British citizenship.	Referendum	0.2777777777777778
33KMQD9OFJE51SC4ZTKZP24DAQR771	europarl	However, my report also criticises the fact that the complex interaction of European legislation and national transposition has not resulted in a simplification and debureaucratisation of public procurement, as was, in fact, the aim of the 2004 revision, but rather in more work, high external costs for legal advice and protracted procedures.	legislation	0.27941176470588236
3OPLMF3EU5NTJYTTJU2Y44845OHNLF	europarl	Uganda: anti-homosexual draft legislation (vote)	legislation	0.3382352941176471
3D5G8J4N5A4UAGA7UUQG0CCYL5MVTQ	europarl	Nomination of a member of the Court of Auditors - Mr Louis Galea (MT) (	Auditors	0.28125
37YYO3NWHDQHPQ2WHR0LLAO5CC7CCQ	europarl	Appointment of 7 members of the Court of Auditors (debate)	Auditors	0.3421052631578947
3PUV2Q8SV448KDG43NZ1UW05FQ2DB1	europarl	the report by Nils Lundgren on behalf of the Committee on Budgetary Control on discharge in respect of the implementation of the European Union general budget for the financial year 2006, section V - Court of Auditors (C6-0366/2007 -,	Auditors	0.3529411764705882
344M16OZKIFFDSJ128FUR9IKWSXNEB	europarl	- Mr President, it is an honour for me to be able to take part in your debate on the Court of Auditors' annual report on the 2007 financial year, which I have already presented to the Committee on Budgetary Control on 10 November.	Auditors	0.375
31ANT7FQN82N7D4XO9REIVFBXNS5HM	europarl	by Mr Søndergaard, on behalf of the Committee on Budgetary Control, on discharge in respect of the implementation of the European Union general budget for the financial year 2007, Section V: Court of Auditors (C6-0419/2008 -,	Auditors	0.4078947368421053
306996CF6WKESI0SNUF6TUZWQUG1BI	europarl	The Presidency believes that the upcoming Summit is the right opportunity for both sides to open a new chapter in mutual relations.	chapter	0.28125
3L21G7IH47WA5QT3XMTQ15XXB301YZ	europarl	As regards a potential blanket ban on the use of mercury in all devices, which is the aim of this proposal, it should be emphasised that the experts the Commission consulted have come to the conclusion that hospitals need devices with a high level of accuracy to treat life-threatening conditions such as hypertension, arrhythmia and pre-eclampsia.	ban	0.28125
3ATYLI1PRT256T55HOQY3EVHRA0OJE	europarl	It reads as follows: 'Welcomes the commitment by the Commission to give a monthly report in the Committee in charge on the implementation of the 2006 discharge follow-up, where every month one Commissioner in charge will present the development in his of her area of responsibility, covering national declarations and annual summaries, external actions and implementation of the action plan to strengthen the Community's supervisory role under shared management of structural actions;'.	summaries	0.28125
3ZC62PVYDHATVMOMZJSVD0UPEB1XXV	europarl	I also call on the Members to proceed to the ballot box corresponding to the first letter of their surnames.	surnames	0.2857142857142857
3UOMW19E6D6WQ5TH2HDD74IVKVLC5I	europarl	The proposed decision authorises France to apply a reduced rate of excise duty on a significant quota of 'traditional' rum produced in its overseas departments from 1 January 2007 to 31 December 2012.	rum	0.2875
3O71U79SRBPA5T3JR2KZ3BXZSSFMSS	europarl	The same criteria that were set out in the visa regime liberalisation action plans should be applied to all the countries concerned.	visa	0.29166666666666663
3ULIZ0H1VA5C32JJMKOTQ8Z4GYW51N	europarl	Given that the budget deficit in the UK is expected by the Commission to exceed the 3% reference value in both fiscal years 2008-2009 and 2009-2010, in accordance with Article 104(6) of the Treaty, the Council has decided this year that an excessive deficit does exist in the United Kingdom.	Treaty	0.296875
3HKIF5DF6YXS84BY7TMD9B8C4IFG94	europarl	The next item is the report by Mr Brok and Mr Gualtieri, on behalf of the Committee on Constitutional Affairs, on the amendment of the Treaty on the Functioning of the European Union with regard to a stability mechanism for Member States whose currency is the euro (00033/2010 - C7-0014/2011 - 2010/0821/NLE)).	Treaty	0.30000000000000004
3X2YVV51PU46GLY3ILB2G8CH0V01W0	europarl	Mr President, Commissioner, ladies and gentlemen, the negotiation that I led by myself for the first year and then, during conciliation - the first conciliation procedure after the Treaty of Lisbon, I would note - with the guidance of Mrs Kratsa-Tsagaropoulou and the support of the Chair of the Committee on Transport and Tourism, Mr Simpson, has been more arduous and difficult than expected.	Treaty	0.328125
37ZQELHEQ0YDPGBEJ63D4HNT5UONM0	europarl	The first of these was the implementation and entry into force of the Treaty of Lisbon, a treaty seeking a more complete union for Europe.	Treaty	0.3571428571428571
3VGZ74AYTGGU62I1JDW4B19KA4YGC3	europarl	Non-proliferation Treaty (vote)	Treaty	0.375
3D0LPO3EABZV1I043OR1D1A54E7YOG	europarl	Brutal violence against the people, arbitrary arrests and detentions are unacceptable.	detentions	0.296875
3VEI3XUCZRX4PH0J4TCMU5MYBWOPRM	europarl	I should like to ask, first, if a minister or commissioner questioned here is able not only to refuse to reply but to do so in a completely disdainful manner and if we are supposed to take "I have already replied" as an answer, when they have not done so.	commissioner	0.30000000000000004
32CAVSKPCEPTOH9YNLW1YKRKFE5U18	europarl	Mr President, the volcanic eruption last April resulted in the closure of many sectors of European air space.	eruption	0.30000000000000004
32L724R85LKRWIX0E6IDGDL7O07PIK	europarl	Whilst doing so, I have been exchanging views intensively with, and continually informing, the Bureau of Parliament, the Group Chairmen and, in particular, the Chairman and coordinators of the Committee on Constitutional Affairs.	Chairmen	0.30000000000000004
39KV3A5D187RKQWWNWIAKT09X41S76	europarl	Elections to the European Parliament in Poland are in practice governed by the Act of 23 January 2004, Article 9 of which sets out eligibility requirements: candidates must be aged 21 on the day of the poll, must not have been convicted of criminal offences, must be resident in Poland and must satisfy various other criteria.	Act	0.3026315789473685
3OJX0UFJ0Z7BDMCTRYBUDQ93DQTU9H	europarl	Mr President, as regards the two reports on the use of the Globalisation Adjustment Fund for the benefit of the telecommunications industry in Germany and the Solidarity Fund for the tragedy which occurred in Abruzzo in Italy, the Committee on Budgets adopted the four reports at the beginning of the week, but not in time for translations to be prepared.	telecommunications	0.3026315789473685
3H5TOKO3D9JPE5GGELH0GCK7OCY46U	europarl	These conditions have exacerbated the difficulties experienced by shipowners in using these licences to supply the industry at national level, and in the increasing external deficit regarding fishing products.	licences	0.3088235294117647
3R5LWXWHR08I90TWA9SRPEUUBL6GXN	europarl	A year ago, we witnessed in Haiti one of the worst natural catastrophes in recent history, but this also triggered one of the best displays of solidarity, with people whose resilience in the face of disaster and disorder is a lesson of courage to us all.	catastrophes	0.3088235294117647
3ZVPAMTJWN3YC47K1AMZ0W86A51GR9	europarl	A range of actions were defined as targets for special support to the Member States, with a view to remedying situations of risk in areas such as forest management, the protection and defence of the coastline, restoring and protecting river basins, the protection and remodelling of populated areas which are particularly vulnerable to certain types of catastrophes and the maintenance of farming activities in the areas affected by depopulation and which are at risk of natural disasters.	catastrophes	0.4666666666666667
3UOMW19E6D6WQ5TH2HDD74IVKVNC5K	europarl	After that we will have the Council and Commission statements on the Russia-EU Summit.	Summit	0.3125
3VMV5CHJZ8FBSJKC5ZRU0B9OYQYTGZ	europarl	Decisions concerning certain documents: see Minutes	Decisions	0.3125
3UEBBGULPFOKEW36UKBMNMVEGP7UFU	europarl	Mr President, I wanted to draw your attention to the fact that on page 5, under the item 'Tribute' , it is stated that Sir James Goldsmith died on 19 June 1997.	Tribute	0.3152173913043478
33EEIIWHK77HI0IFDQWLV71B1YNQV7	europarl	Mr President, I object to that oral amendment because it takes away the sting in our resolution.	resolution	0.31666666666666665
3S8APUMBJXJ5IXU0UTURIW3QR4YBFS	europarl	I am pleased that the core message of Parliament's draft resolution corresponds to one of the basic principles of the Presidency.	resolution	0.32499999999999996
3XBXDSS888JYVS7XL0P726Z272RXL9	europarl	The groups are responsible for the APS resolution, which will address all the policy areas.	resolution	0.33333333333333337
3N5YJ55YXG3CNF2PM3D8VQSTBDZAN3	europarl	The motion for a resolution on the Commission' s reports that you will be voting on later goes into great detail on the subject.	resolution	0.3472222222222222
3JMQI2OLFZ5ALM516D4ALR0ZWFGDNQ	europarl	It was calculated that we could prevent at least a further 400 road fatalities each year, not counting injuries.	fatalities	0.31666666666666665
3S829FDFT21FXGJ58JRJJTRXYU6DXS	europarl	(CS) Mr President, on transcription, one line appears to have been mistakenly omitted from paragraph E of Annex II, namely part 7, and I quote, '600 kg for ultralight aircraft for non-commercial use'.	kg	0.3194444444444444
3RWB1RTQDJNY7CLN5K6M3ORTL408PT	europarl	The report points out certain fundamental aspects: investment in decentralisation; promoting the empowerment of fishermen and the entire fishing industry to have decision-making powers; giving them greater involvement in managing fishing, which will also allow a policy of compliance and responsibility; the need to draw a distinction between small-scale and industrial fleets, with specific regulations for each; the need to appraise management models that are better adapted to different fishing areas and different types of fisheries; the importance of strengthening the market by fishing that is aimed at value-added products and increasing the first-sale price; linking subsidies with good practice; regulation of the modernisation of the fleet in terms of safety and hygiene; decisive development of aquaculture, which is ecologically sustainable within the European Union; and the development of other sectors involved in catching or processing fish.	investment	0.32352941176470584
3VW0145YLYCH6QKT48BLBA6CWALJMU	europarl	I believe that the Community's farmers and inhabitants will understand this important message in terms of providing financial resources for additional support.	inhabitants	0.368421052631579
3YGE63DIN8X69WDLM27223T7V5D0WJ	europarl	The third area of concern is rationality and efficiency in the functioning of the EU agencies, especially at a time of financial crisis.	rationality	0.32499999999999996
3XD2A6FGFNUVY9KP2TGUYPRFST8S9Z	europarl	(IT) Mr President, ladies and gentlemen, I apologise for pressing the point, but I would refer to the Rule under which you are the representative of this House and the Rules on propriety in relations between the European institutions.	propriety	0.328125
3VDVA3ILIDFAJZ833G7KU5QT6781GZ	europarl	The next item is the debate on the Council and Commission statements Preparation of the European Council, including the future of the Union after the referenda on the European Constitution (Brussels, 16-17 June 2005).	Preparation	0.328125
3HYV4299H0WUALWXW6QB9CSP7XY8E8	europarl	It is essential, in fact, that both the Permanent Assembly and the missions share a joint vision of matters.	missions	0.34375
3Y3N5A7N4G971FFSQ8COLXL09ESYM1	europarl	For many years, the EU fleet has suffered from a vicious circle of overcapacity, overfishing and declining profitability.	overfishing	0.34375
3RKHNXPHGWWVUIVKVV2J3ZNJOLMKUK	europarl	The centralisation of the application of Article 81(3) - through a priori control by the Commission, toned down by means of the exemption regulations from the 1980s onwards - was a victim of its own success; the demand for more and better competition revealed its economic inefficiency and its legal shortcomings.	shortcomings	0.34375
